Trans. Date,Post Date,Description,Amount,Category
01/12/2021,01/12/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",28.78,"Restaurants"
01/12/2021,01/12/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL403507011510328330001",167.54,"Services"
01/13/2021,01/13/2021,"BJS FUEL #9040 BALTIMORE MD",42.05,"Gasoline"
01/13/2021,01/13/2021,"BJS WHOLESALE #0040 BALTIMORE MD",109.29,"Warehouse Clubs"
01/13/2021,01/13/2021,"GIANT 2305 PARKVILLE MD01323R",3.34,"Supermarkets"
01/13/2021,01/13/2021,"LEVELUPMYTHB321156220 855-538-3542 MA",3.97,"Restaurants"
01/13/2021,01/13/2021,"PAYPAL *PMD 888-221-1161 CA",259.15,"Merchandise"
01/14/2021,01/14/2021,"CVS/PHARMACY #04129 TOWSON MD",8.13,"Merchandise"
01/14/2021,01/14/2021,"CVS/PHARMACY #04129 TOWSON MD",27.30,"Merchandise"
01/14/2021,01/14/2021,"LOWE'S OF TOWSON, MD PARKVILLE MD",30.30,"Home Improvement"
01/14/2021,01/14/2021,"LOWES.COM 800-445-6937 NC",952.94,"Home Improvement"
01/14/2021,01/14/2021,"UNIVERSAL PIZZA & SUBS BALTIMORE MD",26.36,"Restaurants"
01/15/2021,01/15/2021,"CCBC BALTIMORE MD",329.00,"Education"
01/15/2021,01/15/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
01/15/2021,01/15/2021,"CR WINGS BEL AIR MD",47.72,"Restaurants"
01/15/2021,01/15/2021,"SPOTIFY P13060125B 8777781161 NY",4.99,"Merchandise"
01/15/2021,01/15/2021,"VITAMINSHOPPE655 BALTIMORE MD141055",14.29,"Supermarkets"
01/16/2021,01/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",185.31,"Services"
01/16/2021,01/16/2021,"SAM'S ONLINE CLUB BALTIMORE MD",55.22,"Warehouse Clubs"
01/16/2021,01/16/2021,"THE HOME DEPOT #2587 BALTIMORE MD",3.87,"Home Improvement"
01/18/2021,01/18/2021,"AMZN MKTP US*R92R088Z3 AMZN.COM/BILLWA7EQK2CC2FB5",14.37,"Merchandise"
01/18/2021,01/18/2021,"BJS FUEL #9040 BALTIMORE MD",39.34,"Gasoline"
01/18/2021,01/18/2021,"BJS WHOLESALE #0040 BALTIMORE MD",32.73,"Warehouse Clubs"
01/18/2021,01/18/2021,"GIANT FOOD INC #144 BALTIMORE MD01891R",62.87,"Supermarkets"
01/18/2021,01/18/2021,"HARRISTEETER #392 BALTIMORE MD",5.99,"Supermarkets"
01/18/2021,01/18/2021,"LEVELUPMYTHB323662527 855-538-3542 MA",2.65,"Restaurants"
01/18/2021,01/18/2021,"PAYPAL *J CREW INC 402-935-7733 CA",42.93,"Merchandise"
01/19/2021,01/19/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.34,"Restaurants"
01/19/2021,01/19/2021,"LEVELUPMYTHB324137321 855-538-3542 MA",5.57,"Restaurants"
01/19/2021,01/19/2021,"PAYPAL *J CREW INC 402-935-7733 CA",65.30,"Merchandise"
01/19/2021,01/19/2021,"SAFEWAY 1513 BALTIMORE MD",15.03,"Supermarkets"
01/19/2021,01/19/2021,"WALMART.COM AV 800-966-6546 AR",38.68,"Merchandise"
01/19/2021,01/21/2021,"SAFEWAY 1513 BALTIMORE MD",-3.50,"Payments and Credits"
01/20/2021,01/20/2021,"AMAZON.COM*BS2DH8JV3 AMZN.COM/BILLWA43BG4MTU7MI",8.42,"Merchandise"
01/20/2021,01/20/2021,"LEVELUPMYTHB324606687 855-538-3542 MA",3.97,"Restaurants"
01/20/2021,01/20/2021,"PABC MULTI-SPACE BALTIMORE MD",3.00,"Services"
01/20/2021,01/20/2021,"PABC MULTI-SPACE BALTIMORE MD",3.00,"Services"
01/20/2021,01/20/2021,"TARGET BALTIMORE MD",2.92,"Supermarkets"
01/20/2021,01/20/2021,"TARGET BALTIMORE MD",162.25,"Supermarkets"
01/20/2021,01/20/2021,"ULTA #696 BALTIMORE MD",52.99,"Merchandise"
01/21/2021,01/21/2021,"BOOKSRUN.COM 3477792511 PA",42.32,"Merchandise"
01/21/2021,01/21/2021,"BOOKSRUN.COM 3477792511 PA",60.16,"Merchandise"
01/21/2021,01/21/2021,"CLADDAGH PUB BALTIMORE MD",38.04,"Restaurants"
01/21/2021,01/21/2021,"FUNERAL FLOWERS/GIFTS 8888816131 MA",122.85,"Merchandise"
01/21/2021,01/21/2021,"SAFEWAY 1481 BALTIMORE MD",64.69,"Supermarkets"
01/21/2021,01/21/2021,"SPROUTS FARMERS MARKET BALTIMORE MD",1.86,"Supermarkets"
01/21/2021,01/21/2021,"TORTILLERIA SINALOA BALTIMORE MD",12.75,"Restaurants"
01/21/2021,01/21/2021,"TORTILLERIA SINALOA BALTIMORE MD",15.80,"Restaurants"
01/21/2021,01/21/2021,"WEIS MARKETS 206 NOTTINGHAM MD",34.67,"Supermarkets"
01/22/2021,01/22/2021,"AMAZON.COM*A24N53E13 AMZN.COM/BILLWA4CUYM2QPDJY",9.21,"Merchandise"
01/22/2021,01/22/2021,"MACYS .COM MASON OH",25.43,"Department Stores"
01/22/2021,01/22/2021,"SQ *ZEKE'S COFFEE GOSQ.COM MD0001152921509814253665",7.00,"Restaurants"
01/22/2021,01/22/2021,"SQ *ZEKE'S COFFEE HOUS BALTIMORE MD0002305843013607666113",32.00,"Supermarkets"
01/23/2021,01/23/2021,"BJS WHOLESALE #0071 ABINGDON MD",27.32,"Warehouse Clubs"
01/23/2021,01/23/2021,"FORTUNATO BROTHERS ABINGDON MD",32.30,"Restaurants"
01/23/2021,01/23/2021,"WOCKENFUSS CANDIE PARKVILLE MD",13.96,"Merchandise"
01/24/2021,01/24/2021,"AMAZON.COM*1I1J73K73 AMZN.COM/BILLWA6NUCTVN4O4W",15.84,"Merchandise"
01/24/2021,01/24/2021,"GIANT 2305 PARKVILLE MD02475R",4.26,"Supermarkets"
01/24/2021,01/24/2021,"WINGSTOP - 1437 - MCOMME PARKVILLE MD",21.92,"Restaurants"
01/25/2021,01/25/2021,"AMAZON.COM*UD8E269U3 AMZN.COM/BILLWAT3MRNETXV0H",11.70,"Merchandise"
01/25/2021,01/25/2021,"CHICK-FIL-A #03236 BALTIMORE MD",6.14,"Restaurants"
01/25/2021,01/25/2021,"LEVELUPMYTHB327031384 855-538-3542 MA",3.97,"Restaurants"
01/26/2021,01/26/2021,"AMAZON.COM*Q41ZF9SA3 AMZN.COM/BILLWA1T4JYI5VHPZ",2.08,"Merchandise"
01/26/2021,01/26/2021,"AMZN MKTP US*A66NG48F3 AMZN.COM/BILLWAOMTTCTY00LK",12.99,"Merchandise"
01/26/2021,01/26/2021,"BJS FUEL #9040 BALTIMORE MD",41.85,"Gasoline"
01/26/2021,01/26/2021,"BJS WHOLESALE #0040 BALTIMORE MD",102.86,"Warehouse Clubs"
01/26/2021,01/26/2021,"COURSRA325CMP2MNIQNNS 650-963-9884 CA",49.00,"Education"
01/26/2021,01/26/2021,"COURSRAADJMTC2BAO3TRD 650-963-9884 CA",49.00,"Education"
01/26/2021,01/26/2021,"LEVELUPMYTHB327491123 855-538-3542 MA",5.57,"Restaurants"
01/27/2021,01/27/2021,"AMZN MKTP US*OG0IC58D3 AMZN.COM/BILLWARZTFORPLEYC",5.47,"Merchandise"
01/27/2021,01/27/2021,"COURSRA325CMP2MNIQNNS 6509639884 CA",-49.00,"Payments and Credits"
01/27/2021,01/27/2021,"COURSRAADJMTC2BAO3TRD 6509639884 CA",-49.00,"Payments and Credits"
01/27/2021,01/27/2021,"LEVELUPMYTHB327918408 855-538-3542 MA",3.97,"Restaurants"
01/27/2021,01/27/2021,"MACYS WHITE MARSH BALTIMORE MD",75.26,"Department Stores"
01/27/2021,01/27/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",11.65,"Restaurants"
01/28/2021,01/28/2021,"DOMINICKS PIZZA PERRY HA NOTTINGHAM MD",30.18,"Restaurants"
01/28/2021,01/28/2021,"GIANT FOOD INC #2304 NOTTINGHAM MD02887R",3.29,"Supermarkets"
01/28/2021,01/28/2021,"PAYPAL *ANJOLEE 888-221-1161 CA",593.32,"Merchandise"
01/28/2021,01/28/2021,"STARBUCKS STORE 09496 BALTIMORE MD656638",6.79,"Restaurants"
01/28/2021,01/28/2021,"VITAMINSHOPPE655 BALTIMORE MD142616",19.98,"Supermarkets"
01/29/2021,01/29/2021,"CANTON CROSSING WINE SPT BALTIMORE MD",70.82,"Merchandise"
01/29/2021,01/29/2021,"LEVELUPMYTHB328933865 855-538-3542 MA",3.97,"Restaurants"
01/29/2021,01/29/2021,"SPROUTS FARMERS MARKET BALTIMORE MD",24.69,"Supermarkets"
01/29/2021,01/29/2021,"VITAMINSHOPPE655 BALTIMORE MD142771",7.14,"Supermarkets"
01/30/2021,01/30/2021,"MCDONALD'S F20966 NOTTINGHAM MD",5.49,"Restaurants"
01/30/2021,01/30/2021,"SAFEWAY 1481 BALTIMORE MD",50.44,"Supermarkets"
01/31/2021,01/31/2021,"GIANT 2305 PARKVILLE MD03161R",11.00,"Supermarkets"
01/31/2021,01/31/2021,"INTERNET PAYMENT - THANK YOU",-2000.00,"Payments and Credits"
01/31/2021,01/31/2021,"WEIS MARKETS INC., #087 BALTIMORE MD",9.00,"Supermarkets"
02/01/2021,02/01/2021,"BJS FUEL #9040 BALTIMORE MD",39.95,"Gasoline"
02/01/2021,02/01/2021,"BJS WHOLESALE #0040 BALTIMORE MD",89.75,"Warehouse Clubs"
02/01/2021,02/01/2021,"BLAZE PIZZA - TOWSON - E TOWSON MD",13.52,"Restaurants"
02/01/2021,02/01/2021,"GIANT 2305 PARKVILLE MD00174R",5.45,"Supermarkets"
02/01/2021,02/01/2021,"LEVELUPMYTHB330397111 855-538-3542 MA",3.97,"Restaurants"
02/01/2021,02/01/2021,"SEASONS PIZZA TOWSON MD",21.71,"Restaurants"
02/02/2021,02/02/2021,"AMZN MKTP US*RF6990EM3 AMZN.COM/BILLWA3L1TCAX3541",16.95,"Merchandise"
02/02/2021,02/02/2021,"GIANT FOOD INC #144 BALTIMORE MD00262R",17.74,"Supermarkets"
02/02/2021,02/02/2021,"HERITAGE CHRYLSER DJR SA BALTIMORE MD",226.14,"Automotive"
02/02/2021,02/02/2021,"HLLFRSH*2156668386 646-846-3663 NY2156668386",30.50,"Supermarkets"
02/02/2021,02/02/2021,"WEIS MARKETS 123 BALTIMORE MD",9.54,"Supermarkets"
02/03/2021,02/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA6BALN725VPF",0.50,"Services"
02/03/2021,02/03/2021,"BELTWAY ANIMAL HOSPITAL TOWSON MD",157.00,"Services"
02/03/2021,02/03/2021,"LEVELUPMYTHB331199852 855-538-3542 MA",3.97,"Restaurants"
02/04/2021,02/04/2021,"LEVELUPMYTHB331697889 855-538-3542 MA",3.97,"Restaurants"
02/04/2021,02/04/2021,"VITAMINSHOPPE655 BALTIMORE MD143415",7.23,"Supermarkets"
02/05/2021,02/05/2021,"AMAZON.COM*FF3QI2CU3 AMZN.COM/BILLWA5T613F2UHA6",2.46,"Merchandise"
02/05/2021,02/05/2021,"LEVELUPMYTHB332202705 855-538-3542 MA",4.40,"Restaurants"
02/05/2021,02/05/2021,"SAFEWAY 1481 BALTIMORE MD",9.49,"Supermarkets"
02/05/2021,02/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
02/05/2021,02/07/2021,"AMZN MKTP US AMZN.COM/BILLWA58MOEA71LGK",-6.78,"Payments and Credits"
02/06/2021,02/06/2021,"AMAZON.COM*ER4O80N03 AMZN.COM/BILLWA1RUU6AK3JYT",1.81,"Merchandise"
02/06/2021,02/06/2021,"AMAZON.COM*JH7I72BI3 AMZN.COM/BILLWAWT5IVIVWGMD",11.54,"Merchandise"
02/06/2021,02/06/2021,"AMAZON.COM*LD3OB6L03 AMZN.COM/BILLWA1FK5ZFHRIBZ",9.91,"Merchandise"
02/06/2021,02/06/2021,"AMAZON.COM*Q89189AZ3 AMZN.COM/BILLWA3XJ0GULUHWX",6.73,"Merchandise"
02/06/2021,02/06/2021,"AMAZON.COM*SZ37G0O53 AMZN.COM/BILLWA4KAPW9I3K7F",6.51,"Merchandise"
02/06/2021,02/06/2021,"INTERNET PAYMENT - THANK YOU",-2150.00,"Payments and Credits"
02/06/2021,02/06/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
02/06/2021,02/06/2021,"LEVELUPMYTHB332883761 855-538-3542 MA",21.11,"Restaurants"
02/06/2021,02/06/2021,"MD MOTOR VEHICLE WEB 410-7687299 MD",187.00,"Government Services"
02/06/2021,02/06/2021,"MOMS OF TIMONIUM TIMONIUM MD",3.06,"Supermarkets"
02/06/2021,02/06/2021,"SAM'S ONLINE CLUB TIMONIUM MD",169.83,"Warehouse Clubs"
02/06/2021,02/06/2021,"SAMSCLUB.COM 6279 888-746-7726 TX",45.00,"Warehouse Clubs"
02/07/2021,02/07/2021,"HARRISTEETER #392 BALTIMORE MD",53.52,"Supermarkets"
02/07/2021,02/07/2021,"LEVELUPMYTHB333205378 855-538-3542 MA",4.77,"Restaurants"
02/08/2021,02/08/2021,"AMAZON.COM*MX5M96OX3 AMZN.COM/BILLWA2CC0T8KYOI9",8.07,"Merchandise"
02/08/2021,02/10/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
02/08/2021,02/10/2021,"WALGREENS #6779 BALTIMORE MD",7.37,"Merchandise"
02/08/2021,02/10/2021,"WALGREENS #6779 BALTIMORE MD",20.12,"Merchandise"
02/09/2021,02/10/2021,"APPLE.COM/BILL 111-111-1111 CA",2.99,"Merchandise"
02/09/2021,02/10/2021,"BJ'S FUEL #9377 BALTIMORE MD",15.51,"Gasoline"
02/09/2021,02/10/2021,"LEVELUPMYTHB334041174 855-538-3542 MA",0.27,"Restaurants"
02/09/2021,02/10/2021,"ROSINA GOURMET BALTIMORE MD00954R",10.59,"Restaurants"
02/09/2021,02/10/2021,"TARGET BALTIMORE MD",110.15,"Supermarkets"
02/09/2021,02/10/2021,"VITAMINSHOPPE655 BALTIMORE MD144009",5.18,"Supermarkets"
02/09/2021,02/10/2021,"VITAMINSHOPPE655 BALTIMORE MD143992",5.76,"Supermarkets"
02/10/2021,02/10/2021,"LEVELUPMYTHB334470188 855-538-3542 MA",3.97,"Restaurants"
02/11/2021,02/11/2021,"BJS FUEL #9040 BALTIMORE MD",42.58,"Gasoline"
02/11/2021,02/11/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
02/11/2021,02/11/2021,"LEVELUPMYTHB335071941 855-538-3542 MA",4.40,"Restaurants"
02/11/2021,02/11/2021,"VITAMINSHOPPE655 BALTIMORE MD144303",5.18,"Supermarkets"
02/11/2021,02/11/2021,"WEGMANS BEL AIR #53 ABINGDON MD",29.92,"Supermarkets"
02/12/2021,02/12/2021,"GIANT 2305 PARKVILLE MD01225R",18.95,"Supermarkets"
02/12/2021,02/12/2021,"LEMON N GINGER INC ABINGDON MD",59.00,"Restaurants"
02/12/2021,02/12/2021,"LEVELUPMYTHB335514805 855-538-3542 MA",3.97,"Restaurants"
02/12/2021,02/12/2021,"SAMOS GREEK ISLAND GRI BALTIMORE MD",8.43,"Restaurants"
02/12/2021,02/12/2021,"SPROUTS FARMERS MARKET BALTIMORE MD",16.32,"Supermarkets"
02/12/2021,02/12/2021,"THE UPS STORE #6526 BALTIMORE MD01240R",23.93,"Services"
02/12/2021,02/12/2021,"VITAMINSHOPPE655 BALTIMORE MD144393",3.99,"Supermarkets"
02/12/2021,02/12/2021,"WINGSTOP - 1437 - MCOMME PARKVILLE MD",38.79,"Restaurants"
02/13/2021,02/13/2021,"CHEGG ORDER 844-224-5952 CA",8.54,"Merchandise"
02/13/2021,02/13/2021,"DULANEY WINE & SPIRITS TOWSON MD",58.83,"Merchandise"
02/13/2021,02/13/2021,"GAMESTOP #4656 NOTTINGHAM MD",93.42,"Travel/ Entertainment"
02/13/2021,02/13/2021,"HALLMARK CREATIONS #910 BALTIMORE MD",5.29,"Merchandise"
02/13/2021,02/13/2021,"HOT TOPIC 0044 TOWSON MD",44.00,"Merchandise"
02/13/2021,02/13/2021,"NEWEGG INC 800-390-1119 CA",50.00,"Merchandise"
02/13/2021,02/13/2021,"STARBUCKS STORE 07825 TOWSON MD715252",2.81,"Restaurants"
02/13/2021,02/13/2021,"STARBUCKS STORE 07870 BALTIMORE MD736716",54.77,"Restaurants"
02/13/2021,02/13/2021,"THE GREAT COOKIE TOWSON MD",12.20,"Merchandise"
02/13/2021,02/13/2021,"ULTA #213 BALTIMORE MD",68.90,"Merchandise"
02/13/2021,02/13/2021,"WALGREENS #19924 BALTIMORE MD",9.99,"Merchandise"
02/13/2021,02/13/2021,"WOCKENFUSS CANDIES #11 PARKVILLE MD",31.78,"Merchandise"
02/14/2021,02/14/2021,"AMAZON.COM*4R3QO2873 AMZN.COM/BILLWA6NL41KZR0XW",4.76,"Merchandise"
02/14/2021,02/14/2021,"FIVE GUYS 122 QSR BALTIMORE MD",10.00,"Restaurants"
02/14/2021,02/14/2021,"SAFEWAY 1481 BALTIMORE MD",34.58,"Supermarkets"
02/14/2021,02/14/2021,"TARGET BALTIMORE MD",22.21,"Supermarkets"
02/15/2021,02/15/2021,"BALTIMORE GAS AND ELECTR 410-234-5000 MD",380.65,"Services"
02/15/2021,02/15/2021,"CANTON CAR WASH - ABINGD ABINGDON MD",22.00,"Automotive"
02/15/2021,02/15/2021,"EINSTEIN BROS BAGELS2049 BEL AIR MD",28.77,"Restaurants"
02/15/2021,02/15/2021,"GONG CHA BEL AIR MD",10.97,"Supermarkets"
02/15/2021,02/15/2021,"HLLFRSH2789485976 347-200-0291 NY",42.26,"Supermarkets"
02/15/2021,02/15/2021,"LOWE'S OF S. BEL AIR, MD ABINGDON MD",1.22,"Home Improvement"
02/15/2021,02/15/2021,"SPOTIFY P13713F0B4 8777781161 NY",4.99,"Merchandise"
02/15/2021,02/15/2021,"TARGET ABINGDON MD",7.35,"Merchandise"
02/15/2021,02/15/2021,"TARGET ABINGDON MD",14.81,"Merchandise"
02/16/2021,02/16/2021,"BJ'S FUEL #9377 BALTIMORE MD",12.66,"Gasoline"
02/16/2021,02/16/2021,"CHICK-FIL-A #01173 TOWSON MD",9.31,"Restaurants"
02/16/2021,02/16/2021,"SEPHORA TOWSON TOWSON MD01520003046765",31.80,"Merchandise"
02/17/2021,02/17/2021,"AMAZON.COM*2P3SJ6Q93 AMZN.COM/BILLWA7AGL0R1B067",11.39,"Merchandise"
02/17/2021,02/17/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",185.27,"Services"
02/17/2021,02/17/2021,"BJS FUEL #9040 BALTIMORE MD",42.29,"Gasoline"
02/17/2021,02/17/2021,"CHICK-FIL-A #03236 BALTIMORE MD",6.34,"Restaurants"
02/17/2021,02/17/2021,"LEVELUPMYTHB337611008 855-538-3542 MA",3.97,"Restaurants"
02/17/2021,02/17/2021,"VITAMINSHOPPE655 BALTIMORE MD144914",3.17,"Supermarkets"
02/17/2021,02/17/2021,"WEIS MARKETS 206 NOTTINGHAM MD",21.15,"Supermarkets"
02/18/2021,02/18/2021,"LOWE'S OF WHITE MARSH, M BALTIMORE MD",11.63,"Home Improvement"
02/18/2021,02/18/2021,"SAFEWAY 1880 BALTIMORE MD",25.68,"Supermarkets"
02/18/2021,02/18/2021,"THE HOME DEPOT #2504 PARKVILLE MD",15.87,"Home Improvement"
02/19/2021,02/19/2021,"LEVELUPMYTHB338485249 855-538-3542 MA",3.97,"Restaurants"
02/19/2021,02/19/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",12.70,"Restaurants"
02/19/2021,02/19/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",14.50,"Restaurants"
02/19/2021,02/19/2021,"VITAMINSHOPPE655 BALTIMORE MD145098",18.88,"Supermarkets"
02/20/2021,02/20/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-77.84,"Awards and Rebate Credits"
02/20/2021,02/20/2021,"EINSTEIN BROS BAGELS2049 BEL AIR MD",20.00,"Restaurants"
02/20/2021,02/20/2021,"GABRIEL BROS 0019 ABINGDON MD",102.20,"Merchandise"
02/20/2021,02/20/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
02/20/2021,02/20/2021,"INTERNET PAYMENT - THANK YOU",-839.82,"Payments and Credits"
02/20/2021,02/20/2021,"SEASONS PIZZA BALTIMORE MD",23.83,"Restaurants"
02/20/2021,02/20/2021,"WEGMANS BEL AIR #53 ABINGDON MD",5.34,"Supermarkets"
02/21/2021,02/21/2021,"LEMON N GINGER INC ABINGDON MD",19.00,"Restaurants"
02/21/2021,02/21/2021,"SAM'S ONLINE CLUB BALTIMORE MD",136.90,"Warehouse Clubs"
02/21/2021,02/21/2021,"WALGREENS #6779 BALTIMORE MD",12.21,"Merchandise"
02/22/2021,02/22/2021,"BJS WHOLESALE #0040 BALTIMORE MD",82.81,"Warehouse Clubs"
02/22/2021,02/22/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
02/22/2021,02/22/2021,"HLLFRSH2959583776 347-200-0291 NY",54.30,"Supermarkets"
02/23/2021,02/23/2021,"LEVELUPMYTHB340333966 855-538-3542 MA",5.57,"Restaurants"
02/23/2021,02/23/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL439814791510328330001",168.51,"Services"
02/24/2021,02/24/2021,"GIANT FOOD INC #144 BALTIMORE MD02420R",12.72,"Supermarkets"
02/24/2021,02/24/2021,"LEVELUPMYTHB340820710 855-538-3542 MA",3.97,"Restaurants"
02/24/2021,02/24/2021,"MICRO CENTER-TOWSON EAST BALTIMORE MD",11.65,"Merchandise"
02/24/2021,02/24/2021,"PABC MULTI-SPACE BALTIMORE MD",3.00,"Services"
02/24/2021,02/24/2021,"WEIS MARKETS 206 NOTTINGHAM MD",9.00,"Supermarkets"
02/25/2021,02/25/2021,"LEVELUPMYTHB341298655 855-538-3542 MA",22.28,"Restaurants"
02/25/2021,02/25/2021,"PURE RAW JUICE TOWSON BALTIMORE MD",10.55,"Restaurants"
02/25/2021,02/25/2021,"TORTILLERIA SINALOA BALTIMORE MD",22.30,"Restaurants"
02/25/2021,02/25/2021,"WEIS MARKETS 206 NOTTINGHAM MD",13.78,"Supermarkets"
02/26/2021,02/26/2021,"BJ'S FUEL #9377 BALTIMORE MD",20.22,"Gasoline"
02/26/2021,02/26/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
02/26/2021,02/26/2021,"LEVELUPMYTHB341851282 855-538-3542 MA",3.97,"Restaurants"
02/26/2021,02/26/2021,"VITAMINSHOPPE655 BALTIMORE MD02699R",5.99,"Supermarkets"
02/27/2021,02/27/2021,"FIVE GUYS 122 QSR BALTIMORE MD",13.55,"Restaurants"
02/27/2021,02/27/2021,"MICRO CENTER-TOWSON EAST BALTIMORE MD",23.31,"Merchandise"
02/27/2021,02/27/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02771R",19.88,"Supermarkets"
02/28/2021,02/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",6.99,"Merchandise"
03/01/2021,03/01/2021,"BCY*BACKCOUNTRY.COM 800-409-4502 UT94719882RLM8XMXP",118.85,"Merchandise"
03/01/2021,03/01/2021,"CHEGG ORDER 844-224-5952 CA",14.95,"Merchandise"
03/01/2021,03/01/2021,"HLLFRSH2253649376 347-200-0291 NY",54.30,"Supermarkets"
03/01/2021,03/01/2021,"HLLFRSH2862248376 347-200-0291 NY",13.98,"Supermarkets"
03/01/2021,03/01/2021,"ODONNELL FLORISTS BALTIMORE MD",169.54,"Merchandise"
03/01/2021,03/01/2021,"SAFEWAY 1513 BALTIMORE MD",15.64,"Supermarkets"
03/02/2021,03/02/2021,"BJS FUEL #9040 BALTIMORE MD",46.49,"Gasoline"
03/02/2021,03/02/2021,"LEVELUPMYTHB343819309 855-538-3542 MA",3.97,"Restaurants"
03/02/2021,03/02/2021,"REI #62 TIMONIUM TIMONIUM MD0873870620271833",1.86,"Merchandise"
03/02/2021,03/02/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00205R",9.11,"Supermarkets"
03/03/2021,03/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWAUM1Q3I5W20K",0.50,"Services"
03/03/2021,03/03/2021,"AMAZON.COM*9X5IY84N3 AMZN.COM/BILLWA2UIU8Y8ZGSQ",29.98,"Merchandise"
03/03/2021,03/03/2021,"AMAZON.COM*VF2MD7PE3 AMZN.COM/BILLWA2RW089MYX7M",18.01,"Merchandise"
03/03/2021,03/03/2021,"CVS/PHARMACY #07952 BALTIMORE MD",7.02,"Merchandise"
03/03/2021,03/03/2021,"GIANT FOOD INC #144 BALTIMORE MD00364R",4.49,"Supermarkets"
03/03/2021,03/03/2021,"INTERNET PAYMENT - THANK YOU",-200.00,"Payments and Credits"
03/03/2021,03/03/2021,"LEVELUPMYTHB344335067 855-538-3542 MA",5.57,"Restaurants"
03/03/2021,03/03/2021,"PABC MULTI SPACE 2 BALTIMORE MD",1.00,"Services"
03/03/2021,03/03/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00355R",11.01,"Supermarkets"
03/04/2021,03/04/2021,"COWBOY ROW SALOON AND CH BALTIMORE MD",23.08,"Restaurants"
03/04/2021,03/04/2021,"SPROUTS FARMERS MARKET BALTIMORE MD",24.45,"Supermarkets"
03/04/2021,03/04/2021,"TORTILLERIA SINALOA BALTIMORE MD",4.00,"Restaurants"
03/04/2021,03/04/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",12.26,"Restaurants"
03/04/2021,03/04/2021,"WATERMANSPRIDE SEAFD LLC BALTIMORE MD",30.00,"Restaurants"
03/05/2021,03/05/2021,"AMAZON.COM*HD10X19P3 AMZN.COM/BILLWA6RZYW063TUY",7.43,"Merchandise"
03/05/2021,03/05/2021,"AMAZON.COM*MY7SL2933 AMZN.COM/BILLWA39Z2VKI5OVK",3.28,"Merchandise"
03/05/2021,03/05/2021,"BJS WHOLESALE #0377 BALTIMORE MD",80.19,"Warehouse Clubs"
03/05/2021,03/05/2021,"GIANT FOOD INC #144 BALTIMORE MD00591R",32.82,"Supermarkets"
03/05/2021,03/05/2021,"INTERNET PAYMENT - THANK YOU",-2300.00,"Payments and Credits"
03/05/2021,03/05/2021,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
03/05/2021,03/05/2021,"LEVELUPMYTHB345425711 855-538-3542 MA",3.97,"Restaurants"
03/05/2021,03/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
03/05/2021,03/05/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00577R",17.20,"Supermarkets"
03/06/2021,03/06/2021,"AMAZON.COM*XN5G42QR3 AMZN.COM/BILLWA4KUKYK6X3M3",10.70,"Merchandise"
03/06/2021,03/06/2021,"AMAZON.COM*YN7RN5ZQ3 AMZN.COM/BILLWA51NTI5PN5L4",5.31,"Merchandise"
03/06/2021,03/06/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00645R",4.48,"Supermarkets"
03/07/2021,03/07/2021,"LA TOLTECA - JOPPA JOPPA MD",62.00,"Restaurants"
03/07/2021,03/08/2021,"LOWE'S OF TOWSON, MD PARKVILLE MD",-8.82,"Payments and Credits"
03/08/2021,03/08/2021,"AMAZON.COM*2L0RS0BT3 AMZN.COM/BILLWA323XLJLQ70J",25.49,"Merchandise"
03/08/2021,03/08/2021,"AMAZON.COM*TM4PF8503 AMZN.COM/BILLWA623OQ27DDZ7",14.43,"Merchandise"
